locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEGBENGL_00036	CDS	264	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
DEGBENGL_00037	CDS	1290	murA_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DEGBENGL_00038	CDS	282				hypothetical protein
DEGBENGL_00039	CDS	897				hypothetical protein
DEGBENGL_00040	CDS	1542				hypothetical protein
DEGBENGL_00041	CDS	909	mdtA_1			Multidrug resistance protein MdtA
DEGBENGL_00042	CDS	801				hypothetical protein
DEGBENGL_00043	CDS	864	CARKD_1	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
DEGBENGL_00044	CDS	255				hypothetical protein
DEGBENGL_00045	CDS	222				hypothetical protein
DEGBENGL_00046	CDS	924				hypothetical protein
DEGBENGL_00047	CDS	408				hypothetical protein
DEGBENGL_00048	CDS	315				hypothetical protein
DEGBENGL_00049	CDS	309				hypothetical protein
DEGBENGL_00050	CDS	255				hypothetical protein
DEGBENGL_00051	CDS	282				hypothetical protein
DEGBENGL_00052	CDS	576				hypothetical protein
DEGBENGL_00053	CDS	330				hypothetical protein
DEGBENGL_00054	CDS	411				hypothetical protein
DEGBENGL_00055	CDS	3261				hypothetical protein
DEGBENGL_00056	CDS	996	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEGBENGL_00057	CDS	2088	actP_1			Cation/acetate symporter ActP
DEGBENGL_00058	CDS	981				hypothetical protein
DEGBENGL_00059	CDS	1440				hypothetical protein
DEGBENGL_00060	CDS	123				hypothetical protein
DEGBENGL_00061	CDS	282				hypothetical protein
DEGBENGL_00062	CDS	1113	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DEGBENGL_00063	CDS	1785				hypothetical protein
DEGBENGL_00064	CDS	1041				hypothetical protein
DEGBENGL_00065	CDS	2259	smc_1			Chromosome partition protein Smc
DEGBENGL_00066	CDS	741				hypothetical protein
DEGBENGL_00067	CDS	543				hypothetical protein
DEGBENGL_00068	CDS	816				hypothetical protein
DEGBENGL_00069	CDS	519				hypothetical protein
DEGBENGL_00070	CDS	759				hypothetical protein
DEGBENGL_00071	CDS	444	dtd_1	3.1.1.96		D-aminoacyl-tRNA deacylase
DEGBENGL_00072	CDS	483				hypothetical protein
DEGBENGL_00073	CDS	783		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
DEGBENGL_00074	CDS	306				hypothetical protein
DEGBENGL_00075	CDS	261				hypothetical protein
DEGBENGL_00076	CDS	261				hypothetical protein
DEGBENGL_00077	CDS	222				hypothetical protein
DEGBENGL_00078	CDS	249				hypothetical protein
DEGBENGL_00079	CDS	153				hypothetical protein
DEGBENGL_00080	CDS	171				hypothetical protein
DEGBENGL_00081	CDS	276				hypothetical protein
DEGBENGL_00082	CDS	384				hypothetical protein
DEGBENGL_00083	CDS	201				hypothetical protein
DEGBENGL_00084	CDS	219				hypothetical protein
DEGBENGL_00085	CDS	267				hypothetical protein
DEGBENGL_00086	CDS	210				hypothetical protein
DEGBENGL_00087	CDS	288				hypothetical protein
DEGBENGL_00088	CDS	339				hypothetical protein
DEGBENGL_00089	CDS	138				hypothetical protein
DEGBENGL_00090	CDS	1110				hypothetical protein
DEGBENGL_00091	CDS	984	mch	3.5.4.27	COG3252	Methenyltetrahydromethanopterin cyclohydrolase
DEGBENGL_00092	CDS	909				hypothetical protein
DEGBENGL_00093	CDS	960				hypothetical protein
DEGBENGL_00094	CDS	513	faeA	4.2.1.147	COG1795	5,6,7,8-tetrahydromethanopterin hydro-lyase
DEGBENGL_00095	CDS	1227				hypothetical protein
DEGBENGL_00096	CDS	225				hypothetical protein
DEGBENGL_00097	CDS	210				hypothetical protein
DEGBENGL_00098	CDS	153				hypothetical protein
DEGBENGL_00099	CDS	315				hypothetical protein
DEGBENGL_00100	CDS	246				hypothetical protein
DEGBENGL_00101	CDS	198				hypothetical protein
DEGBENGL_00102	CDS	249				hypothetical protein
DEGBENGL_00103	CDS	126				hypothetical protein
DEGBENGL_00104	CDS	1578				hypothetical protein
DEGBENGL_00105	CDS	267				hypothetical protein
DEGBENGL_00106	CDS	621				hypothetical protein
DEGBENGL_00107	CDS	1494				hypothetical protein
DEGBENGL_00108	CDS	1500				hypothetical protein
DEGBENGL_00109	CDS	645				hypothetical protein
DEGBENGL_00110	CDS	408				hypothetical protein
DEGBENGL_00111	CDS	618				hypothetical protein
DEGBENGL_00112	CDS	408				hypothetical protein
DEGBENGL_00113	CDS	789	noc_1			Nucleoid occlusion protein
DEGBENGL_00114	CDS	366				hypothetical protein
DEGBENGL_00115	CDS	249				hypothetical protein
DEGBENGL_00116	CDS	195				hypothetical protein
DEGBENGL_00117	CDS	285				hypothetical protein
DEGBENGL_00118	CDS	474				hypothetical protein
DEGBENGL_00119	rRNA	111				5S ribosomal RNA
DEGBENGL_00120	CDS	663	eif6_1		COG1976	Translation initiation factor 6
DEGBENGL_00121	CDS	231				hypothetical protein
DEGBENGL_00122	CDS	465				hypothetical protein
DEGBENGL_00123	CDS	192				hypothetical protein
DEGBENGL_00124	CDS	549	pccB_1	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
DEGBENGL_00125	CDS	1953				hypothetical protein
DEGBENGL_00126	CDS	1902	hppA1_1	7.2.3.-	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
DEGBENGL_00127	CDS	147				hypothetical protein
DEGBENGL_00128	CDS	378				hypothetical protein
DEGBENGL_00129	CDS	237				hypothetical protein
DEGBENGL_00130	CDS	579				hypothetical protein
DEGBENGL_00131	CDS	1209	pgk_1	2.7.2.3	COG0126	Phosphoglycerate kinase
DEGBENGL_00132	CDS	315				hypothetical protein
DEGBENGL_00133	CDS	255				hypothetical protein
DEGBENGL_00134	CDS	468				hypothetical protein
DEGBENGL_00135	CDS	531	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
DEGBENGL_00136	CDS	936	fcl_1	1.1.1.271		GDP-L-fucose synthase
DEGBENGL_00137	CDS	1320	mnmE_1	3.6.-.-		tRNA modification GTPase MnmE
DEGBENGL_00138	CDS	756	yidC_1			Membrane protein insertase YidC
DEGBENGL_00139	CDS	264				hypothetical protein
DEGBENGL_00140	CDS	264				hypothetical protein
DEGBENGL_00141	CDS	90				hypothetical protein
DEGBENGL_00142	CDS	276				hypothetical protein
DEGBENGL_00143	CDS	276				hypothetical protein
DEGBENGL_00144	CDS	198				hypothetical protein
DEGBENGL_00145	CDS	705				hypothetical protein
DEGBENGL_00146	CDS	237				hypothetical protein
DEGBENGL_00147	CDS	381				hypothetical protein
DEGBENGL_00148	CDS	426				hypothetical protein
DEGBENGL_00149	CDS	783	dnaG_1	2.7.7.-		DNA primase
DEGBENGL_00150	CDS	129				hypothetical protein
DEGBENGL_00151	CDS	1269				hypothetical protein
DEGBENGL_00152	CDS	1554	vgb_1	4.2.99.-		Virginiamycin B lyase
DEGBENGL_00153	CDS	1197	truD_1	5.4.99.27	COG0585	putative tRNA pseudouridine synthase D
DEGBENGL_00154	CDS	264				hypothetical protein
DEGBENGL_00155	CDS	927				hypothetical protein
DEGBENGL_00156	CDS	1848				hypothetical protein
DEGBENGL_00157	CDS	234				hypothetical protein
DEGBENGL_00158	CDS	741				hypothetical protein
DEGBENGL_00159	CDS	402	groS_1			10 kDa chaperonin
DEGBENGL_00160	CDS	261				hypothetical protein
DEGBENGL_00161	CDS	627				hypothetical protein
DEGBENGL_00162	CDS	318				hypothetical protein
DEGBENGL_00163	CDS	174				hypothetical protein
DEGBENGL_00164	CDS	582	petE_1			Plastocyanin
DEGBENGL_00165	CDS	285				hypothetical protein
DEGBENGL_00166	CDS	1428				hypothetical protein
DEGBENGL_00167	CDS	1023				hypothetical protein
DEGBENGL_00168	CDS	261				hypothetical protein
DEGBENGL_00169	CDS	396				hypothetical protein
DEGBENGL_00170	CDS	1170	pepQ_1	3.4.13.9	COG0006	Xaa-Pro dipeptidase
DEGBENGL_00171	CDS	321	xad_1	4.2.1.82		D-xylonate dehydratase
DEGBENGL_00172	CDS	411				hypothetical protein
DEGBENGL_00173	CDS	150				hypothetical protein
DEGBENGL_00174	CDS	1218				hypothetical protein
DEGBENGL_00175	CDS	717				hypothetical protein
DEGBENGL_00176	CDS	318				hypothetical protein
DEGBENGL_00177	CDS	222				hypothetical protein
DEGBENGL_00178	CDS	528				hypothetical protein
DEGBENGL_00179	CDS	1059	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
DEGBENGL_00180	CDS	687	xpf_1		COG1948	3'-flap repair endonuclease Xpf
DEGBENGL_00181	CDS	375				hypothetical protein
DEGBENGL_00182	CDS	1188	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DEGBENGL_00183	CDS	246				hypothetical protein
DEGBENGL_00184	CDS	213			COG1997	50S ribosomal protein L37Ae
DEGBENGL_00185	CDS	819			COG2123	Exosome complex component Rrp42
DEGBENGL_00186	CDS	735		3.1.13.-	COG0689	Exosome complex component Rrp41
DEGBENGL_00187	CDS	915				hypothetical protein
DEGBENGL_00188	CDS	402				hypothetical protein
DEGBENGL_00189	CDS	489				hypothetical protein
DEGBENGL_00190	CDS	441				hypothetical protein
DEGBENGL_00191	CDS	519				hypothetical protein
DEGBENGL_00192	CDS	432				hypothetical protein
DEGBENGL_00193	CDS	183				hypothetical protein
DEGBENGL_00194	CDS	483				hypothetical protein
DEGBENGL_00195	CDS	447				hypothetical protein
DEGBENGL_00196	CDS	5535				hypothetical protein
DEGBENGL_00197	CDS	168				hypothetical protein
DEGBENGL_00198	CDS	312				hypothetical protein
DEGBENGL_00199	CDS	687				hypothetical protein
DEGBENGL_00200	CDS	675				hypothetical protein
DEGBENGL_00201	CDS	507				hypothetical protein
DEGBENGL_00202	CDS	2280				hypothetical protein
DEGBENGL_00203	CDS	5400				hypothetical protein
DEGBENGL_00204	CDS	240				hypothetical protein
DEGBENGL_00205	CDS	438				hypothetical protein
DEGBENGL_00206	CDS	483				hypothetical protein
DEGBENGL_00207	CDS	192				hypothetical protein
DEGBENGL_00208	CDS	459				hypothetical protein
DEGBENGL_00209	CDS	516				hypothetical protein
DEGBENGL_00210	CDS	384				hypothetical protein
DEGBENGL_00211	CDS	489				hypothetical protein
DEGBENGL_00212	CDS	402				hypothetical protein
DEGBENGL_00213	CDS	942				hypothetical protein
DEGBENGL_00214	CDS	363	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
DEGBENGL_00215	CDS	603				hypothetical protein
DEGBENGL_00216	CDS	972	cbiB			Cobalamin biosynthesis protein CbiB
DEGBENGL_00217	CDS	840	cobQ			Cobyric acid synthase
DEGBENGL_00218	CDS	1080	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
DEGBENGL_00219	CDS	1077	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DEGBENGL_00220	CDS	5016				hypothetical protein
DEGBENGL_00221	CDS	165				hypothetical protein
DEGBENGL_00222	CDS	435				hypothetical protein
DEGBENGL_00223	CDS	1047	radA_1		COG0468	DNA repair and recombination protein RadA
DEGBENGL_00224	CDS	312				hypothetical protein
DEGBENGL_00225	CDS	318				hypothetical protein
DEGBENGL_00226	CDS	2031				hypothetical protein
DEGBENGL_00227	CDS	330				hypothetical protein
DEGBENGL_00228	CDS	420				hypothetical protein
DEGBENGL_00229	CDS	369				hypothetical protein
DEGBENGL_00230	CDS	351				hypothetical protein
DEGBENGL_00231	CDS	231				hypothetical protein
DEGBENGL_00232	CDS	801				hypothetical protein
DEGBENGL_00233	CDS	252				hypothetical protein
DEGBENGL_00234	CDS	192				hypothetical protein
DEGBENGL_00235	CDS	228				hypothetical protein
DEGBENGL_00236	CDS	171				hypothetical protein
DEGBENGL_00237	CDS	360				hypothetical protein
DEGBENGL_00238	CDS	408				hypothetical protein
DEGBENGL_00239	CDS	468				hypothetical protein
DEGBENGL_00240	CDS	891				hypothetical protein
DEGBENGL_00241	CDS	702				hypothetical protein
DEGBENGL_00242	CDS	240				hypothetical protein
DEGBENGL_00243	CDS	189				hypothetical protein
DEGBENGL_00244	CDS	144				hypothetical protein
DEGBENGL_00245	CDS	237				hypothetical protein
DEGBENGL_00246	CDS	690				hypothetical protein
DEGBENGL_00247	CDS	300	ssb		COG1599	Single-stranded DNA binding protein Ssb
DEGBENGL_00248	CDS	279				hypothetical protein
DEGBENGL_00249	CDS	315				hypothetical protein
DEGBENGL_00250	CDS	255				hypothetical protein
DEGBENGL_00251	CDS	600				hypothetical protein
DEGBENGL_00252	CDS	192				hypothetical protein
DEGBENGL_00253	CDS	225				hypothetical protein
DEGBENGL_00254	CDS	156				hypothetical protein
DEGBENGL_00255	CDS	123				hypothetical protein
DEGBENGL_00256	CDS	249				hypothetical protein
DEGBENGL_00257	CDS	180				hypothetical protein
DEGBENGL_00258	CDS	576				hypothetical protein
DEGBENGL_00259	CDS	276				hypothetical protein
DEGBENGL_00260	CDS	138				hypothetical protein
DEGBENGL_00261	CDS	141				hypothetical protein
DEGBENGL_00262	CDS	1617				hypothetical protein
DEGBENGL_00263	CDS	111				hypothetical protein
DEGBENGL_00264	CDS	1155				hypothetical protein
DEGBENGL_00265	CDS	168				hypothetical protein
DEGBENGL_00266	CDS	258				hypothetical protein
DEGBENGL_00267	CDS	693				hypothetical protein
DEGBENGL_00268	CDS	219				hypothetical protein
DEGBENGL_00269	CDS	2562				hypothetical protein
DEGBENGL_00270	CDS	1494				hypothetical protein
DEGBENGL_00271	CDS	2124				hypothetical protein
DEGBENGL_00272	CDS	582				hypothetical protein
DEGBENGL_00273	CDS	507				hypothetical protein
DEGBENGL_00274	CDS	1161				hypothetical protein
DEGBENGL_00275	CDS	354				hypothetical protein
DEGBENGL_00276	CDS	495				hypothetical protein
DEGBENGL_00277	CDS	522				hypothetical protein
DEGBENGL_00278	CDS	873				hypothetical protein
DEGBENGL_00279	CDS	447				hypothetical protein
DEGBENGL_00280	CDS	477				hypothetical protein
DEGBENGL_00281	CDS	789				hypothetical protein
DEGBENGL_00282	CDS	504				hypothetical protein
DEGBENGL_00283	CDS	2709				hypothetical protein
DEGBENGL_00284	CDS	1131				hypothetical protein
DEGBENGL_00285	CDS	333				hypothetical protein
DEGBENGL_00286	CDS	270				hypothetical protein
DEGBENGL_00287	CDS	264				hypothetical protein
DEGBENGL_00288	CDS	1443				hypothetical protein
DEGBENGL_00289	CDS	435				hypothetical protein
DEGBENGL_00290	CDS	222				hypothetical protein
DEGBENGL_00291	CDS	1686	mfd_1	3.6.4.-		Transcription-repair-coupling factor
DEGBENGL_00292	CDS	144				hypothetical protein
DEGBENGL_00293	CDS	900	yegS_1	2.7.1.-		lipid kinase YegS
DEGBENGL_00294	CDS	171				hypothetical protein
DEGBENGL_00295	CDS	246				hypothetical protein
DEGBENGL_00296	CDS	501	rimM			Ribosome maturation factor RimM
DEGBENGL_00297	CDS	729	trmD_1	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
DEGBENGL_00298	CDS	801				hypothetical protein
DEGBENGL_00299	CDS	420	ctaG			Cytochrome c oxidase assembly protein CtaG
DEGBENGL_00300	CDS	144				hypothetical protein
DEGBENGL_00301	CDS	315				hypothetical protein
DEGBENGL_00302	CDS	486				hypothetical protein
DEGBENGL_00303	CDS	912	aroC_1	4.2.3.5		Chorismate synthase
DEGBENGL_00304	CDS	519	aroK_1	2.7.1.71		Shikimate kinase
DEGBENGL_00305	CDS	336				hypothetical protein
DEGBENGL_00306	CDS	1611	mdtB_1			Multidrug resistance protein MdtB
DEGBENGL_00307	CDS	1296				hypothetical protein
DEGBENGL_00308	CDS	906	dxs_3	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
DEGBENGL_00309	CDS	1332	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
DEGBENGL_00310	CDS	312				hypothetical protein
DEGBENGL_00311	CDS	366				hypothetical protein
DEGBENGL_00312	CDS	1011				hypothetical protein
DEGBENGL_00313	CDS	207	ihfB_1			Integration host factor subunit beta
DEGBENGL_00314	CDS	192				hypothetical protein
DEGBENGL_00315	CDS	108				hypothetical protein
DEGBENGL_00316	CDS	729				hypothetical protein
DEGBENGL_00317	CDS	630				hypothetical protein
DEGBENGL_00318	tRNA	93				tRNA-SeC(tca)
DEGBENGL_00319	CDS	603				hypothetical protein
DEGBENGL_00320	CDS	99				hypothetical protein
DEGBENGL_00321	CDS	861				hypothetical protein
DEGBENGL_00322	CDS	462	dnaA_1			Chromosomal replication initiator protein DnaA
DEGBENGL_00323	CDS	510				hypothetical protein
DEGBENGL_00324	rRNA	1484				16S ribosomal RNA
DEGBENGL_00325	CDS	423				hypothetical protein
DEGBENGL_00326	CDS	1134				hypothetical protein
DEGBENGL_00327	CDS	1077				hypothetical protein
DEGBENGL_00328	CDS	783	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
DEGBENGL_00329	CDS	846				hypothetical protein
DEGBENGL_00330	CDS	384				hypothetical protein
DEGBENGL_00331	CDS	783				hypothetical protein
DEGBENGL_00332	CDS	423	ndk_1	2.7.4.6	COG0105	Nucleoside diphosphate kinase
DEGBENGL_00333	CDS	1221				hypothetical protein
DEGBENGL_00334	CDS	219				hypothetical protein
DEGBENGL_00335	CDS	1236	cdc6		COG1474	ORC1-type DNA replication protein
DEGBENGL_00336	CDS	549				hypothetical protein
DEGBENGL_00337	CDS	2475				hypothetical protein
DEGBENGL_00338	CDS	597				hypothetical protein
DEGBENGL_00339	CDS	684				hypothetical protein
DEGBENGL_00340	CDS	261				hypothetical protein
DEGBENGL_00341	CDS	405				hypothetical protein
DEGBENGL_00342	CDS	360				hypothetical protein
DEGBENGL_00343	CDS	342				hypothetical protein
DEGBENGL_00344	CDS	1083	mraY_1	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
DEGBENGL_00345	CDS	1062		1.2.1.22	COG1012	Lactaldehyde dehydrogenase
DEGBENGL_00346	CDS	816				hypothetical protein
DEGBENGL_00347	CDS	204				hypothetical protein
DEGBENGL_00348	CDS	471				hypothetical protein
DEGBENGL_00349	CDS	192				hypothetical protein
DEGBENGL_00350	CDS	726	LIAS	2.8.1.8		Lipoyl synthase, organellar chromatophore
DEGBENGL_00351	CDS	861	nfo_1	3.1.21.2		endonuclease 4
DEGBENGL_00352	CDS	456				hypothetical protein
DEGBENGL_00353	CDS	1191	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DEGBENGL_00354	CDS	147				hypothetical protein
DEGBENGL_00355	CDS	312				hypothetical protein
DEGBENGL_00356	CDS	1158	rfcL_1		COG0470	Replication factor C large subunit
DEGBENGL_00357	CDS	1122				hypothetical protein
DEGBENGL_00358	CDS	801	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
DEGBENGL_00359	CDS	843	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
DEGBENGL_00360	CDS	168				hypothetical protein
DEGBENGL_00361	CDS	1077	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DEGBENGL_00362	CDS	702				hypothetical protein
DEGBENGL_00363	tRNA	78				tRNA-Asp(gtc)
DEGBENGL_00364	CDS	297	btuD_3	7.6.2.8	COG1120	Cobalamin import ATP-binding protein BtuD
DEGBENGL_00365	CDS	1017	btuC_1		COG0609	Cobalamin import system permease protein BtuC
DEGBENGL_00366	CDS	297	pgk_2	2.7.2.3	COG0126	Phosphoglycerate kinase
DEGBENGL_00367	CDS	537				hypothetical protein
DEGBENGL_00368	CDS	1383	manB_1	5.4.2.8	COG1109	Phosphomannomutase
DEGBENGL_00369	CDS	339	yjgF_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
DEGBENGL_00370	CDS	3102	dap_1	3.4.11.19		D-aminopeptidase
DEGBENGL_00371	CDS	369	cheY_1			Chemotaxis protein CheY
DEGBENGL_00372	CDS	354				hypothetical protein
DEGBENGL_00373	CDS	408				hypothetical protein
DEGBENGL_00374	CDS	723	rnc_1	3.1.26.3		Ribonuclease 3
DEGBENGL_00375	CDS	393				hypothetical protein
DEGBENGL_00376	CDS	885				hypothetical protein
DEGBENGL_00377	CDS	828				hypothetical protein
DEGBENGL_00378	CDS	366				hypothetical protein
DEGBENGL_00379	CDS	996				hypothetical protein
DEGBENGL_00380	CDS	2607				hypothetical protein
DEGBENGL_00381	CDS	930	fmt_1	2.1.2.9		Methionyl-tRNA formyltransferase
DEGBENGL_00382	CDS	513	def_1	3.5.1.88		Peptide deformylase
DEGBENGL_00383	CDS	201				hypothetical protein
DEGBENGL_00384	CDS	495				hypothetical protein
DEGBENGL_00385	CDS	1158	nreB_1		COG1602	DNA repair protein NreB
DEGBENGL_00386	CDS	924	btuF_1			Vitamin B12-binding protein
DEGBENGL_00387	CDS	1392				hypothetical protein
DEGBENGL_00388	CDS	933				hypothetical protein
DEGBENGL_00389	CDS	1353				hypothetical protein
DEGBENGL_00390	CDS	126				hypothetical protein
DEGBENGL_00391	CDS	354				hypothetical protein
DEGBENGL_00392	CDS	174				hypothetical protein
DEGBENGL_00393	CDS	603				hypothetical protein
DEGBENGL_00394	CDS	279				hypothetical protein
DEGBENGL_00395	CDS	585				hypothetical protein
DEGBENGL_00396	CDS	1548				hypothetical protein
DEGBENGL_00397	CDS	621		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
DEGBENGL_00398	CDS	963				hypothetical protein
DEGBENGL_00399	CDS	453				hypothetical protein
DEGBENGL_00400	CDS	783				hypothetical protein
DEGBENGL_00401	CDS	2646				hypothetical protein
DEGBENGL_00402	CDS	789				hypothetical protein
DEGBENGL_00403	CDS	744				hypothetical protein
DEGBENGL_00404	CDS	330	bioA_1	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
DEGBENGL_00405	CDS	978	bioB_1	2.8.1.6		Biotin synthase
DEGBENGL_00406	CDS	123				hypothetical protein
DEGBENGL_00407	CDS	1068	leuB_2	1.1.1.85	COG0473	3-isopropylmalate/3-methylmalate dehydrogenase
DEGBENGL_00408	CDS	828				hypothetical protein
DEGBENGL_00409	CDS	1713				hypothetical protein
DEGBENGL_00410	CDS	207				hypothetical protein
DEGBENGL_00411	CDS	1593				hypothetical protein
DEGBENGL_00412	CDS	420				hypothetical protein
DEGBENGL_00413	CDS	501				hypothetical protein
DEGBENGL_00414	CDS	381				hypothetical protein
DEGBENGL_00415	CDS	315				hypothetical protein
DEGBENGL_00416	CDS	525				hypothetical protein
DEGBENGL_00417	CDS	270				hypothetical protein
DEGBENGL_00418	CDS	333				hypothetical protein
DEGBENGL_00419	CDS	450			COG0184	30S ribosomal protein S15
DEGBENGL_00420	CDS	1422				hypothetical protein
DEGBENGL_00421	CDS	243				hypothetical protein
DEGBENGL_00422	CDS	1266	serS_1	6.1.1.11	COG0172	Serine--tRNA ligase
DEGBENGL_00423	CDS	612	rps3ae		COG1890	30S ribosomal protein S3Ae
DEGBENGL_00424	CDS	432			COG1325	RNA-binding protein
DEGBENGL_00425	CDS	1464				hypothetical protein
DEGBENGL_00426	CDS	795				hypothetical protein
DEGBENGL_00427	CDS	1563				hypothetical protein
DEGBENGL_00428	CDS	432	mraZ_1			Transcriptional regulator MraZ
DEGBENGL_00429	CDS	1512				hypothetical protein
DEGBENGL_00430	CDS	366				hypothetical protein
DEGBENGL_00431	CDS	129				hypothetical protein
DEGBENGL_00432	CDS	1599				hypothetical protein
DEGBENGL_00433	CDS	432	mraZ_2			Transcriptional regulator MraZ
DEGBENGL_00434	CDS	1512				hypothetical protein
DEGBENGL_00435	CDS	366				hypothetical protein
DEGBENGL_00436	CDS	558	coaE_1	2.7.1.24		Dephospho-CoA kinase
DEGBENGL_00437	CDS	708				hypothetical protein
DEGBENGL_00438	CDS	1005	pfkB_1	2.7.1.56	COG1105	1-phosphofructokinase
DEGBENGL_00439	CDS	1032	purR_1			HTH-type transcriptional repressor PurR
DEGBENGL_00440	CDS	714				hypothetical protein
DEGBENGL_00441	CDS	288				hypothetical protein
DEGBENGL_00442	CDS	324				hypothetical protein
DEGBENGL_00443	CDS	192				hypothetical protein
DEGBENGL_00444	CDS	246				hypothetical protein
DEGBENGL_00445	CDS	990				hypothetical protein
DEGBENGL_00446	CDS	348				hypothetical protein
DEGBENGL_00447	CDS	684	rps3_1		COG0092	30S ribosomal protein S3
DEGBENGL_00448	CDS	111				hypothetical protein
DEGBENGL_00449	CDS	354				hypothetical protein
DEGBENGL_00450	CDS	108				hypothetical protein
DEGBENGL_00451	CDS	159				hypothetical protein
DEGBENGL_00452	CDS	189				hypothetical protein
DEGBENGL_00453	CDS	189				hypothetical protein
DEGBENGL_00454	CDS	144				hypothetical protein
DEGBENGL_00455	CDS	180				hypothetical protein
DEGBENGL_00456	CDS	534				hypothetical protein
DEGBENGL_00457	CDS	1098				hypothetical protein
DEGBENGL_00458	CDS	1602				hypothetical protein
DEGBENGL_00459	CDS	1416	caiA_2	1.3.8.13		Crotonobetainyl-CoA reductase
DEGBENGL_00460	CDS	393				hypothetical protein
DEGBENGL_00461	CDS	372				hypothetical protein
DEGBENGL_00462	CDS	810				hypothetical protein
DEGBENGL_00463	CDS	183				hypothetical protein
DEGBENGL_00464	CDS	270				hypothetical protein
DEGBENGL_00465	CDS	963				hypothetical protein
