contigIdx	contigIdxMate	AvgCoverage
91	16160	0.107429
92	92	118.796
92	6023	0.615785
92	6583	0.11899
92	7068	0.0404647
92	8425	0.0392628
92	11129	0.600962
92	11418	1.34736
93	93	11.7146
94	94	69.0558
94	14356	0.588373
95	95	51.9127
95	8619	0.0098412
95	14302	0.144599
96	96	10.6198
97	97	19.7566
97	11379	0.179077
97	15684	0.144206
98	98	22.7024
98	6503	0.17769
99	99	31.7494
99	6061	0.829952
100	100	13.8176
101	101	320.608
101	1338	5.17258
101	3934	6.29435
101	11243	1.28387
101	15516	0.0383065
102	102	11.0461
103	103	57.0957
104	104	19.4763
105	105	11.2041
106	106	62.1652
107	107	34.9994
107	720	0.213135
107	741	0.0625774
107	2508	1.02974
107	7736	0.567224
107	7754	0.123606
107	13974	0.491326
107	14918	1.10347
107	16341	0.337051
108	108	8.91607
109	59	0.0376081
109	109	15.2497
110	110	78.06
110	1013	0.0606436
110	2688	1.27228
110	7995	0.371287
110	14458	0.996287
111	111	53.2765
111	3171	0.307811
111	11839	0.272235
112	112	10.5656
112	15897	0.066273
113	113	69.3656
114	114	9.97435
115	115	12.9557
115	2520	0.0375744
116	116	11.9603
117	117	93.3155
117	8918	0.184637
117	9980	0.00870495
118	118	14.5925
119	119	15.9104
119	4774	0.103179
119	5758	0.0911933
119	16562	0.0510683
120	120	216.901
120	1075	1.48059
120	1810	2.05649
120	4092	0.0289687
120	9373	1.92265
120	13144	0.085168
121	121	12.1517
121	2414	0.982182
121	2440	0.767492
121	3237	0.51369
121	5957	0.0434594
121	11274	0.043894
122	122	19.501
122	7206	0.0385069
122	14977	0.0385069
123	123	53.3344
123	6793	0.192366
124	124	17.4789
125	125	13.3341
125	16644	0.00978114
126	126	7.81062
127	127	11.7792
128	128	19.246
128	12911	0.0168643
129	129	10.1679
130	130	12.9913
131	131	86.5466
131	458	4.70645
131	540	0.696857
131	991	1.33404
131	1361	0.105487
131	2273	4.63719
132	132	41.075
132	11374	0.284187
133	133	15.7438
133	1244	0.370811
133	4403	0.837297
134	134	10.8505
135	135	13.2089
135	10974	0.0121687
136	136	12.2245
137	137	35.9321
137	7688	0.231479
137	8084	0.0923763
138	138	32.0615
138	2312	0.17037
139	139	9.10972
140	140	18.4795
141	141	16.167
141	12208	0.0581462
142	142	33.2608
142	1113	0.157015
142	1541	0.445783
143	143	24.8543
143	2339	0.114194
143	10088	0.112873
144	144	13.0609
145	145	19.0934
145	11989	0.130895
146	146	23.0362
146	2400	0.387097
147	147	9.31903
147	13845	0.0393325
148	148	72.7723
148	11329	0.139988
149	149	13.1738
149	1088	0.0235497
149	2607	0.0290063
150	150	28.6263
150	7911	0.0421763
151	151	28.2003
152	152	17.0357
152	14927	0.0774837
153	153	7.79913
153	14112	0.0392235
154	154	14.0666
154	13244	0.0165628
155	155	14.0364
155	3342	0.23058
156	156	22.5268
156	7319	0.108155
156	11254	0.156223
157	157	188.303
158	158	24.8731
158	4472	0.0350375
158	7778	0.105828
158	15168	0.0361101
159	159	64.4009
159	7666	0.554312
159	8789	0.772219
159	9366	0.0651745
160	160	15.4889
160	8632	0.0162629
160	10794	0.103551
161	161	21.4416
161	2643	0.0129493
161	5972	0.011833
161	15390	0.0674258
162	162	13.0834
163	163	26.2463
163	5022	0.29686
164	164	16.5244
164	14466	0.199801
164	16003	0.130716
165	165	11.2661
166	166	11.8236
167	167	25.8497
167	16756	0.77704
168	168	20.1423
168	2105	0.176891
168	4644	0.837403
168	7298	0.29184
169	169	17.9036
169	2778	0.054902
170	170	12.6644
170	14413	0.805573
171	171	17.229
172	172	17.3356
172	7506	0.104188
173	173	12.3243
174	174	66.8556
174	11676	0.253463
174	14781	0.307754
175	175	24.542
175	403	0.0520518
176	176	25.9936
177	177	11.4214
178	178	12.4439
178	2046	0.0471963
178	13823	0.0471963
179	179	20.6564
179	1186	0.0930912
179	5374	0.117249
179	6704	0.023696
180	180	15.3678
180	6075	0.126316
181	181	15.091
181	183	0.0476886
181	10555	0.0729927
181	12971	0.146959
182	182	17.9242
182	6458	1.77004
182	9500	0.960543
182	11409	0.0604192
182	11441	0.541307
183	181	0.0521156
183	183	12.7595
183	10555	0.0521156
183	12971	0.259546
184	184	18.4543
184	8649	0.560384
185	185	58.8355
185	9621	0.959622
186	186	12.3638
187	187	251.429
187	549	4.48784
187	2585	4.08131
187	2882	0.0646607
187	4024	1.85915
187	13022	0.191421
188	188	22.6187
188	4895	0.036344
189	189	10.5227
189	3958	0.0516911
190	190	31.9633
190	3101	0.245621
190	6557	0.0399185
190	15137	0.310387
191	191	9.27281
192	192	47.9145
192	8103	0.740926
192	8903	1.35962
193	193	22.6538
193	7346	0.0328205
193	9335	0.0517949
194	194	11.9808
195	195	11.9967
195	16490	0.0545353
196	196	29.8017
196	351	0.360479
197	197	9.24673
198	198	14.8638
198	10421	0.162001
198	10957	0.0274531
199	199	31.1289
199	6171	1.17506
199	6971	0.757794
199	7017	0.059952
199	8128	2.53777
199	10368	0.356715
200	200	10.8512
201	201	58.5705
201	987	0.0931369
201	4254	0.139977
202	202	119.011
202	469	0.131126
202	1782	2.36623
202	2178	0.259603
202	4555	1.5702
202	5160	5.40596
203	203	21.9782
204	204	33.6736
204	7523	0.136279
205	205	18.7879
205	5632	0.019847
205	7620	0.0227164
205	11820	0.023912
205	13532	0.0695839
205	14925	0.0899091
206	206	10.1889
206	5757	0.0367674
206	15708	0.0356753
207	207	34.6769
207	318	0.0105033
207	6282	0.078203
207	11442	0.00811148
207	16078	0.12552
208	208	44.9783
209	209	52.7114
209	1470	0.519277
209	7289	0.0596386
209	12353	0.41747
210	81	0.129904
210	210	243.562
210	935	0.0901499
210	940	0.0145272
210	1512	0.00229072
210	1734	0.21179
210	1795	0.0056833
210	2270	0.0114536
210	2750	0.00855395
210	3167	0.081016
210	3857	0.00231971
210	4071	0.0227912
210	4118	0.049033
210	4342	0.462638
210	4521	0.0016528
210	7274	0.0549482
210	7871	0.0287355
210	8398	0.0142083
210	8585	0.0143242
210	12027	0.00255169
210	12721	0.145069
210	14421	0.0143532
210	14423	0.0343318
211	211	14.324
211	776	0.0140416
212	212	6.5081
213	213	49.782
213	7747	0.341758
214	214	221.81
214	2138	0.0527449
214	3492	4.94564
214	3963	0.264801
214	4463	0.477933
214	6795	2.8084
214	13017	0.0532831
215	215	12.0611
215	11147	0.0750102
216	216	14.2407
216	11176	0.0432862
216	14087	0.275618
216	14342	0.0446113
217	217	53.5176
217	4610	0.101558
218	218	30.5056
219	219	15.7975
220	220	24.5959
220	3177	0.0198722
220	8472	0.0632115
220	13303	0.05712
221	221	56.0633
221	14487	0.168574
222	222	11.6509
222	2119	0.0202124
222	4680	0.0671463
223	223	295.93
223	1328	0.0234425
223	3823	5.37058
223	7101	0.589917
223	9522	0.841362
224	224	14.4628
224	7364	0.0245322
225	225	85.9197
225	2169	0.0494371
225	6071	0.537934
225	6185	0.0988742
225	16125	0.145374
226	226	12.8415
227	227	14.6501
228	228	7.69336
228	5851	0.11414
229	229	17.4369
229	3358	0.0168539
229	14690	0.0262172
230	230	12.1205
231	231	18.316
231	14041	0.0970113
232	232	18.4212
232	3069	0.016321
232	9006	0.00500943
232	9850	0.00533262
232	11253	0.00544034
232	11890	0.00333962
232	12911	0.0106652
232	15196	0.0266631
233	233	22.516
233	1527	0.0530016
233	10536	0.0535425
234	234	16.199
234	4176	0.121941
234	5695	0.0701468
234	6002	0.119902
234	6805	0.106036
235	54	0.173423
235	235	24.473
235	658	0.10645
235	660	0.0345435
235	4995	0.211139
235	4996	0.103278
235	11321	0.743038
236	236	23.1563
236	11862	0.0521053
237	237	14.7007
237	13890	0.0976562
238	238	14.3421
238	15328	0.0315822
239	239	10.2102
239	2425	0.0510359
239	8240	0.14957
239	12716	0.386054
239	14300	0.0293077
239	16807	0.04952
240	240	16.8702
241	241	25.6514
241	1969	0.00965303
241	2269	0.00245581
241	10182	0.00245581
241	12338	0.00245581
242	242	11.9005
242	11344	0.0337154
243	243	17.7303
244	244	11.0638
245	245	179.939
245	973	4.09395
245	2996	1.68185
245	3250	0.0399194
245	7146	2.84637
245	7147	2.56734
245	10929	0.120968
245	12786	0.0778226
246	246	10.7368
246	11169	0.065956
246	16467	0.0506329
247	247	62.2045
247	7553	0.45425
247	8011	0.71325
248	248	24.6659
248	4148	0.236277
248	6846	0.141289
248	8609	0.281623
249	249	24.4067
249	4490	0.220228
250	250	16.8729
250	1378	0.0131837
251	251	20.5172
251	1246	0.00493471
251	8829	0.012096
252	252	11.7254
253	253	32.0005
253	1391	0.113015
253	5985	0.66167
254	254	12.1055
255	255	14.1436
255	6630	0.468774
256	256	13.5088
257	257	19.2505
257	12573	0.20761
258	258	26.3165
259	259	29.8946
260	260	22.0856
261	261	42.0574
261	3063	0.0531672
261	3494	0.12318
262	262	89.3522
262	3066	1.48573
262	4076	0.174791
262	5862	2.14976
263	210	0.148354
263	263	34.2643
264	264	17.8923
264	1945	0.16734
265	265	26.6605
265	2460	0.021744
265	10595	0.155758
266	266	14.257
267	267	12.6993
267	16281	0.066
268	268	169.422
268	1309	0.190608
268	4737	0.0274862
268	5546	0.167956
268	6329	1.94088
268	11626	0.0135359
269	91	0.0215101
269	269	85.8863
269	456	4.74144
269	4068	1.78709
269	4112	0.0434592
269	4398	0.0177788
269	5223	0.0436787
269	6876	0.0436787
269	11838	0.0875768
269	13641	0.0219491
269	14432	1.28995
269	16160	0.109745
270	270	10.755
271	271	38.7058
271	5536	0.0891827
271	11110	0.0356731
272	272	26.0579
272	2075	0.0692472
272	8001	0.053267
273	273	37.851
273	9031	0.0167962
273	10375	0.00426172
274	274	19.7751
274	6938	0.0583189
274	10131	0.0744865
275	275	22.8983
275	6384	0.8107
275	15403	3.9806
276	276	39.9056
276	1552	0.0331633
277	277	47.0242
277	6938	0.078045
278	278	25.2923
278	12524	0.0687894
279	279	7.95013
280	280	127.34
280	4531	0.8093
280	4538	2.52304
280	4634	0.514078
280	5132	2.3477
280	5416	0.412116
280	13605	0.383532
281	281	273.355
281	786	5.85443
281	1989	0.179817
281	13595	1.32355
282	282	304.778
282	633	0.0150729
282	3953	1.27106
282	3984	0.990857
282	6889	0.0242155
282	9351	0.0489251
282	9970	1.94267
282	16654	0.0726464
283	283	22.7469
283	4162	0.120393
283	9113	0.0350123
284	284	13.4069
285	285	35.2679
285	5570	0.121487
286	286	44.7241
286	7068	0.00223392
287	287	46.3328
288	288	26.659
289	289	23.8838
290	290	20.7205
291	291	14.9522
291	2720	0.0158756
292	292	13.0095
293	293	25.0557
293	2581	0.343597
293	15319	0.147116
294	294	17.8894
294	8884	0.0627719
295	295	54.4694
295	719	0.589819
295	1036	2.18257
295	4974	0.395497
296	296	10.7277
297	297	45.737
297	7989	0.195879
297	14402	0.19297
298	298	16.1731
299	299	59.4845
299	4484	0.357217
299	12212	0.104124
299	12216	0.309278
300	300	29.7228
300	457	0.0514954
300	4276	0.112354
301	301	39.7229
302	302	10.8051
303	303	11.2537
304	304	15.2552
305	80	0.289817
305	305	22.1857
305	881	0.0319843
305	1452	0.0639687
305	2484	0.0319843
305	6363	0.064295
305	6474	0.0639687
305	8088	0.0646214
305	11020	0.064295
305	11274	0.162206
305	15273	0.256854
305	15734	0.0319843
306	32	0.349213
306	306	37.8872
306	1213	1.62893
306	4808	0.260052
306	6556	0.260052
307	307	20.5357
307	4604	0.0781746
307	13198	0.30754
308	308	34.1602
308	16018	0.196962
309	309	11.3503
310	310	8.77697
311	311	18.3603
311	5172	0.182598
312	312	279.663
312	4638	2.51968
312	5528	0.418125
312	8187	0.0550847
312	8563	0.158147
312	8925	0.0539913
312	10280	0.497676
312	12388	0.0133953
313	313	22.1487
314	314	11.2201
314	1250	0.128021
314	1745	0.258654
314	2873	0.128021
314	3787	0.514043
314	6363	0.0640104
314	6619	0.0640104
314	11009	0.128674
314	11274	1.80536
315	21	2.01399
315	315	248.688
315	1692	0.0214119
315	2941	0.43905
315	4771	2.44689
315	6598	0.606318
315	6991	2.16324
315	9132	0.290863
315	10742	0.0415518
315	15076	0.394742
316	316	39.4012
317	317	11.4232
318	318	24.7665
318	2913	0.0191184
318	3015	0.00628811
319	319	11.7864
320	320	14.2764
320	2313	0.121622
321	321	29.4606
321	10699	0.100697
322	322	23.5809
323	323	28.9805
323	5828	2.16095
323	7240	0.10846
323	12129	0.618221
324	324	29.3289
324	6563	0.23204
324	10769	0.153285
325	325	19.684
325	2066	0.0574113
325	7255	0.0141393
325	9338	0.00958436
326	326	49.7531
327	327	9.23985
327	9338	0.0548847
328	328	55.3037
328	8911	4.01553
328	9351	0.270487
329	329	15.3018
329	2927	0.0118281
329	15597	0.0118281
330	330	21.0335
330	3455	0.264984
330	7711	0.119479
331	331	16.8971
331	4139	0.134858
331	7755	0.0390379
332	332	11.1631
333	333	155.252
333	3545	1.81451
333	4044	0.0551009
333	6115	0.045281
333	9863	0.0551009
333	11287	0.0807419
333	14284	0.0316421
334	334	17.0468
335	335	11.1484
335	12745	0.0373659
336	336	12.3792
337	337	72.2193
337	521	0.308709
337	522	0.642302
337	3168	1.4203
337	5375	0.495334
338	338	27.6371
338	6812	0.130038
339	339	16.9942
339	6480	0.0209827
340	340	10.603
341	341	64.9844
341	10123	1.00499
342	342	26.5172
343	343	25.5425
343	13803	0.0542466
344	344	56.059
344	779	0.0189529
344	2424	0.0151623
344	3883	0.0400379
344	5448	0.190476
345	345	34.1618
345	2579	0.140417
345	3796	0.201206
346	346	10.701
346	6900	0.0644951
346	15053	0.065798
347	347	22.1234
347	15223	0.0847312
348	348	30.3912
348	7351	0.255598
348	8430	0.253485
349	349	10.0926
350	350	28.6038
350	2633	0.0696169
350	11247	0.139934
351	196	0.831319
351	351	30.6676
351	14138	0.332967
352	352	22.7554
353	353	26.3216
353	5984	0.111521
353	11870	0.145495
354	354	179.142
354	2862	0.133273
354	3469	0.0441243
354	4082	0.0882485
354	6435	0.663215
354	6881	1.69473
355	355	9.00772
355	12046	0.0649936
356	356	10.0203
357	357	15.411
357	12748	0.0139831
357	15110	0.0135678
358	358	25.8506
358	5337	0.0401382
358	16805	0.0329612
359	359	20.8042
360	360	16.3944
360	1279	0.0664011
360	16139	0.10093
361	361	11.492
362	362	27.5585
362	808	0.326657
362	4369	0.207658
363	363	8.75733
364	364	9.13543
365	365	16.5594
365	2021	0.0159105
365	6208	0.0159105
365	7714	0.0477316
365	13335	0.00882168
366	366	54.9723
366	2805	0.530601
366	4172	0.260245
366	5733	0.053752
366	7920	0.477914
367	367	19.8135
367	8715	0.00959455
367	13565	0.0383782
368	368	11.7159
368	567	0.0412919
369	369	74.5617
369	14781	0.146085
370	370	12.2406
370	5376	0.0571429
371	371	19.758
371	1363	0.105544
372	372	31.773
372	3147	0.120943
373	373	197.105
373	2680	1.18834
373	5809	0.691814
373	6057	2.56126
373	10090	3.09738
374	374	208.887
374	449	0.321008
374	5682	0.844234
374	7666	3.71273
374	8203	0.0228796
374	8956	0.487636
374	9366	1.89323
374	11461	0.178646
374	16052	2.41576
375	375	11.2227
375	5861	0.0475497
376	376	57.7129
376	4512	1.81367
376	5391	0.104906
376	5673	0.517223
376	6165	0.262004
376	7041	0.0511482
377	377	10.4392
378	378	26.8234
378	4942	0.00720502
378	8012	0.00706235
379	379	15.5856
379	3451	0.14639
379	3824	0.530168
379	13095	0.487636
379	15855	0.0994065
380	380	45.7886
380	10766	0.664465
381	381	252.48
381	504	0.807877
381	4510	0.563282
381	4717	0.0230221
381	5645	0.484632
381	5853	0.425383
381	5939	1.19995
381	7222	0.0572631
381	9526	0.0230221
381	10825	0.0114526
381	11943	0.0114526
381	13416	1.73215
381	14541	0.0113357
382	382	24.5255
382	7123	0.292501
383	383	35.1666
383	14702	0.0427323
384	384	13.0494
385	385	32.4117
385	15353	0.873742
386	30	0.716216
386	386	51.5647
386	2228	0.383205
386	13721	0.189189
387	387	35.0365
387	7765	0.116072
387	15457	0.0815738
388	388	242.118
388	657	0.0684142
388	2058	0.147983
388	4900	0.018219
388	4904	1.06767
388	6870	0.418293
388	8017	0.199851
388	8640	0.860755
388	9984	0.0187767
389	389	45.5194
389	431	0.309538
389	461	0.305846
389	3614	0.0935385
389	5564	0.427077
389	15928	1.35138
390	390	15.9011
391	391	306.951
391	670	4.43591
391	1526	0.51967
391	11920	3.9264
391	16200	1.56345
392	392	7.84156
392	621	0.0615478
393	393	18.0382
394	394	16.1326
394	6569	0.0245324
395	395	214.208
395	963	2.15226
395	1775	1.8871
395	7189	0.320645
396	396	14.3002
397	397	152
397	814	0.539482
397	2677	0.0309539
397	7086	0.0619078
397	7668	2.71068
397	9534	2.70152
397	15349	1.59065
398	398	28.2542
398	1991	0.0518719
398	9767	0.0104664
399	399	8.39744
400	400	25.7285
400	6282	0.0341144
400	14624	0.104411
401	401	38.3898
402	402	30.9623
402	1190	0.299462
402	4884	0.240885
402	13072	0.0603706
403	175	0.109813
403	403	20.1086
404	404	32.6587
404	3402	0.0721171
404	4305	0.811139
405	405	17.4936
406	406	7.98735
407	407	16.9802
407	1508	0.0594595
408	408	21.7373
408	5058	0.142301
409	409	144.384
409	608	0.0602706
409	749	0.0602706
409	5877	0.183887
409	6365	0.0602706
409	7681	0.760763
409	8221	0.606396
409	8489	0.121156
409	8936	0.363469
409	9151	0.121156
409	10777	0.239237
409	16285	1.96494
410	410	17.5995
410	1713	0.00894383
410	5614	0.00994875
411	411	22.615
411	6574	0.0289542
412	412	38.7656
412	1855	0.0333884
412	5831	0.232727
413	413	12.6941
414	414	49.7897
415	415	8.30774
416	416	24.8192
416	6671	0.0626763
416	8477	0.080539
416	10937	0.063303
417	417	17.6448
418	418	353.841
418	672	0.0126725
418	769	0.0122961
418	1176	0.452196
418	1406	0.599498
418	2387	1.94705
418	4042	0.928356
418	8033	0.939649
418	12207	0.0125471
418	13452	0.0126725
418	16738	0.222334
419	419	8.32289
420	420	34.149
421	421	13.8346
421	557	0.0601323
422	422	28.58
423	423	20.8974
423	15856	0.129188
424	424	46.5381
425	425	247.675
425	852	0.373637
425	1734	0.319604
425	5809	0.0828402
425	6146	0.0921831
425	6307	0.186546
425	6557	0.26417
425	14966	0.00770788
426	426	106.423
426	1598	2.68102
426	7736	0.0611735
426	10909	0.0530587
427	427	10.0467
428	428	60.6607
428	6587	0.097709
428	14856	0.0162522
429	429	39.848
429	482	0.787871
429	2058	0.228426
429	2888	0.468341
429	3033	0.0526316
429	4510	0.227091
429	6922	0.81806
429	8990	0.211862
429	9381	0.0724018
429	10825	0.557574
429	13376	0.104996
430	430	21.3724
431	389	0.163778
431	431	156.392
431	461	0.0597729
431	495	1.3694
431	5564	0.0717274
431	6089	2.43993
431	6437	0.117155
431	15928	13.0167
432	432	33.1899
432	974	1.0157
432	3727	0.868989
432	7106	0.542689
432	10958	0.963199
432	11187	0.197743
432	12309	0.192345
433	433	17.0266
434	434	31.2061
435	435	17.3862
435	6509	0.116144
436	436	238.539
436	2319	3.75107
436	2898	2.87156
436	4662	8.86116
436	5295	1.03364
436	10652	0.544954
437	437	15.8032
437	16624	0.319355
438	438	11.1914
438	4283	0.125704
439	439	18.2398
439	7561	0.0637271
439	15236	0.0325072
440	440	25.9921
440	16346	0.112931
441	441	45.957
442	442	17.913
443	443	32.8119
443	2283	0.161259
443	5553	0.656834
443	6429	0.06588
443	13069	0.356604
444	444	13.7371
445	445	21.7054
446	446	11.4581
446	14167	0.0335121
447	447	53.6964
447	633	0.149489
447	4032	0.0586815
448	448	31.9773
448	5690	0.21466
449	374	0.319349
449	449	31.7733
449	999	0.192343
449	5682	0.272581
449	5738	0.0449335
449	16052	0.089867
450	450	23.7859
450	2833	0.0606812
450	13015	0.166832
451	451	29.6642
452	452	19.31
452	13707	0.0434876
453	453	56.7122
453	816	2.13552
453	5245	0.347463
453	5708	0.534925
453	9094	2.91284
453	9653	0.59403
453	9871	3.07821
453	12095	0.414328
454	454	15.1152
455	455	130.81
455	2256	0.00710543
455	7169	0.273021
455	8604	0.0505993
455	9122	0.00689012
455	16795	0.244958
456	269	5.1333
456	456	212.874
456	3482	1.03214
456	4068	0.730302
456	4112	0.0235658
456	5223	0.918353
456	6070	0.0476077
456	6876	0.274458
456	7592	0.0471316
456	11838	0.142823
456	13641	0.0235658
456	14432	0.33373
456	16160	0.0233278
457	300	0.0319418
457	457	29.164
457	10271	0.0466477
457	11004	0.0319418
458	131	2.83445
458	458	332.871
458	540	1.82223
458	1016	0.872563
458	12056	1.3439
459	459	23.5227
459	11603	0.0147618
459	12210	0.0147618
460	460	20.0334
460	8371	0.136286
461	389	0.499672
461	431	0.0643467
461	461	203.544
461	2353	3.37163
461	5564	2.07354
461	15928	4.35062
462	462	14.8857
462	9898	0.224976
463	463	22.2014
463	10629	0.0277778
464	464	12.9333
464	6272	0.0767519
464	10347	0.0561735
465	465	12.8873
466	466	122.992
466	5424	0.164835
466	5577	2.95824
466	5809	0.59011
466	6057	0.381319
466	6224	2.50604
466	11589	0.10989
467	467	10.3414
468	468	76.9099
468	10771	0.623796
468	16180	1.0289
469	202	0.0665535
469	469	30.7854
469	738	0.90798
469	1782	0.205433
469	2178	0.167402
469	3291	0.066893
469	4555	0.913752
469	5160	0.10017
470	470	10.7419
471	471	221.575
471	1172	0.687868
471	2587	0.254779
471	5824	3.01765
471	7499	1.36691
471	15024	0.833456
472	472	18.976
473	473	13.3058
473	6611	0.0369967
474	474	39.6863
474	5512	0.0232172
474	11306	0.0471452
475	475	26.4833
475	6884	0.127568
476	476	22.5459
476	1274	0.0805028
476	3649	0.105777
477	477	23.0326
477	10850	0.0188889
478	478	34.545
478	4837	0.217984
478	6552	0.217711
479	479	21.6827
479	3674	0.0200236
480	480	238.164
480	2985	1.21131
480	6023	1.06892
480	7068	1.90897
480	11983	1.27243
480	13411	2.82315
481	481	21.0463
481	2225	0.312668
481	5821	0.981132
481	8413	0.180144
481	14253	0.221474
482	429	0.490199
482	482	254.255
482	1562	0.0148914
482	2058	0.369093
482	2888	0.0148914
482	3033	0.0297827
482	6922	0.195107
482	10447	0.0148914
482	10530	0.223826
482	13376	0.0148914
483	483	17.5263
483	11633	0.0367674
483	12037	0.00993291
484	371	0.071678
484	484	118.124
484	1526	0.56286
484	5817	0.477999
484	8289	0.506897
485	485	13.0303
486	486	13.6356
486	488	0.136071
486	9434	0.137089
487	487	26.3228
487	12685	0.107847
488	486	0.134934
488	488	13.2333
488	9434	0.102131
489	489	15.9561
490	490	14.7914
490	2467	0.0368976
490	4484	0.0376506
490	8525	0.0376506
491	491	59.3826
491	10232	0.0489652
492	492	38.397
492	11098	0.17189
492	16365	0.0155135
493	493	12.6407
494	494	24.4667
494	2401	0.183598
494	6490	0.289947
494	7574	0.393386
495	42	1.76971
495	431	0.32626
495	495	242.841
495	912	0.271365
495	6089	1.3031
495	6437	0.0190773
495	8741	0.0574265
495	15928	0.970021
496	234	0.0649437
496	496	22.9258
496	4176	0.587807
496	6002	0.847581
496	6218	0.457919
496	15230	0.917164
497	497	16.2098
498	498	24.3674
498	13173	0.0277689
499	499	18.4667
499	2757	0.65803
500	500	10.6043
501	501	9.29792
502	502	15.0539
503	503	11.8833
